source_record_id,customer_id,first_name,last_name,email,phone,date_of_birth,loyalty_status,marketing_opt_in,created_at,updated_at
SRC_CUSTOMER_B002_000000468,C0027665,Tom,Wyatt,tom.wyatt.27665@retailverse.example,+44 7670005215,1968-08-30,SILVER,N,2024-11-20 19:42:36,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000469,C0030642,Heather,Booth,heather.booth.30642@retailverse.example,+44 7481064665,2002-09-01,GOLD,Y,2024-11-10 04:46:25,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000470,C0038626,Georgina,O'Brien,georgina.o'brien.38626@retailverse.example,+44 7372802679,1984-02-11,GOLD,Y,2024-01-17 05:40:04,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000471,C0024543,Alice,Bailey,alice.bailey.24543@retailverse.example,+44 7181708614,1967-03-19,SILVER,N,2025-08-11 11:52:30,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000472,C0035052,Janice,Thompson,janice.thompson.35052@retailverse.example,+44 7266356612,2001-09-23,SILVER,Y,2023-05-08 14:49:05,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000473,C0048373,Jenna,Wall,jenna.wall.48373@retailverse.example,+44 7941540815,1999-06-13,GOLD,N,2025-05-06 22:32:33,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000474,C0025909,Karen,Newton,karen.newton.25909@retailverse.example,+44 7560158279,1971-12-01,BRONZE,N,2023-02-01 22:25:32,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000475,C0008119,Marilyn,Bond,marilyn.bond.8119@retailverse.example,+44 7087252737,1988-02-16,BRONZE,Y,2026-03-26 01:04:16,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000476,C0025363,Hazel,Jones,hazel.jones.25363@retailverse.example,+44 7604671660,1993-12-01,SILVER,N,2023-03-14 03:48:58,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000477,C0035435,Helen,Williams,helen.williams.35435@retailverse.example,+44 7432877045,1964-09-26,BRONZE,Y,2023-09-14 05:09:45,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000478,C0029367,Leigh,Harris,leigh.harris.29367@retailverse.example,+44 7164581414,1970-08-27,BRONZE,Y,2025-12-11 13:45:23,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000479,C0037969,June,Hayward,june.hayward.37969@retailverse.example,+44 7191889252,2002-08-05,SILVER,N,2026-02-23 19:14:38,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000480,C0027915,Mohamed,Jones,mohamed.jones.27915@retailverse.example,+44 7973375776,1979-09-02,BRONZE,Y,2024-04-02 17:12:39,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000481,C0013379,Grace,Dixon,grace.dixon.13379@retailverse.example,+44 7622861470,2006-03-13,BRONZE,Y,2023-01-26 00:53:31,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000482,C0004284,Diane,Blake,diane.blake.4284@retailverse.example,+44 7312659159,1975-08-22,BRONZE,N,2023-03-01 13:06:41,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000483,C0045792,Philip,Hayes,philip.hayes.45792@retailverse.example,+44 7935076173,1965-04-28,SILVER,Y,2023-12-03 17:10:45,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000484,C0034607,Dylan,Thornton,dylan.thornton.34607@retailverse.example,+44 7634126191,1948-02-18,BRONZE,N,2024-02-21 02:50:49,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000485,C0048080,Josephine,Brown,josephine.brown.48080@retailverse.example,+44 7849779997,1986-05-31,SILVER,Y,2024-02-17 18:10:19,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000486,C0019990,Marc,Ford,marc.ford.19990@retailverse.example,+44 7514065165,2005-07-09,SILVER,N,2023-11-29 06:25:15,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000487,C0046094,Raymond,Spencer,raymond.spencer.46094@retailverse.example,+44 7472930576,1988-11-10,BRONZE,N,2024-10-19 17:55:29,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000488,C0017928,Nicholas,Poole,nicholas.poole.17928@retailverse.example,+44 7538358869,1990-08-16,GOLD,Y,2025-06-02 23:01:40,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000489,C0042709,Margaret,Phillips,margaret.phillips.42709@retailverse.example,+44 7509693833,1994-03-14,SILVER,Y,2026-07-17 10:56:58,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000490,C0021490,Daniel,Jones,daniel.jones.21490@retailverse.example,+44 7889892542,1994-04-28,SILVER,Y,2023-09-21 05:02:14,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000491,C0001675,Norman,Kennedy,norman.kennedy.1675@retailverse.example,+44 7220132612,1957-06-29,SILVER,N,2024-05-10 13:26:14,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000492,C0023907,Jason,Burke,jason.burke.23907@retailverse.example,+44 7941656200,1972-09-21,BRONZE,Y,2024-12-07 10:09:33,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000493,C0012221,Carolyn,Harrison,carolyn.harrison.12221@retailverse.example,+44 7675690190,1957-11-22,GOLD,Y,2026-05-09 12:54:03,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000494,C0026244,Pamela,Murphy,pamela.murphy.26244@retailverse.example,+44 7456032559,1973-08-31,BRONZE,N,2025-06-06 19:28:17,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000495,C0002951,Georgia,Smith,georgia.smith.2951@retailverse.example,+44 7047693636,1977-03-15,GOLD,Y,2023-11-03 00:52:40,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000496,C0015625,Mark,Iqbal,mark.iqbal.15625@retailverse.example,+44 7172866774,1982-09-12,BRONZE,N,2023-09-17 06:11:17,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000497,C0002282,Lee,Pearson,lee.pearson.2282@retailverse.example,+44 7987611818,1972-02-06,BRONZE,Y,2023-11-18 09:56:35,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000498,C0030644,Chelsea,Smith,chelsea.smith.30644@retailverse.example,+44 7119950681,1970-08-28,BRONZE,Y,2025-11-05 08:41:52,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000499,C0015021,Emily,Hawkins,emily.hawkins.15021@retailverse.example,+44 7494297246,1955-04-28,BRONZE,N,2025-01-10 06:26:19,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000500,C0042502,Mitchell,Marsh,mitchell.marsh.42502@retailverse.example,+44 7963667460,1987-12-26,GOLD,N,2023-09-25 00:39:36,2026-09-01 00:00:00
SRC_CUSTOMER_B002_000000501,C0050101,Josh,Hall,josh.hall.50101@retailverse.example,+44 7054802542,1970-09-21,BRONZE,Y,2026-09-02 18:10:36,2026-09-02 18:10:36
SRC_CUSTOMER_B002_000000502,C0050102,Sam,Thompson,sam.thompson.50102@retailverse.example,+44 7364540330,1971-04-26,BRONZE,Y,2026-09-02 18:23:43,2026-09-02 18:23:43
SRC_CUSTOMER_B002_000000503,C0050103,Emma,Phillips,emma.phillips.50103@retailverse.example,+44 7833401927,1967-01-30,NONE,N,2026-09-01 05:59:59,2026-09-01 05:59:59
SRC_CUSTOMER_B002_000000504,C0050104,Graham,Clark,graham.clark.50104@retailverse.example,+44 7505315901,1965-02-13,GOLD,Y,2026-09-01 21:29:56,2026-09-01 21:29:56
SRC_CUSTOMER_B002_000000505,C0050105,Hazel,Richards,hazel.richards.50105@retailverse.example,+44 7030975944,1987-02-17,NONE,Y,2026-09-01 13:11:54,2026-09-01 13:11:54
SRC_CUSTOMER_B002_000000506,C0050106,Max,Richardson,max.richardson.50106@retailverse.example,+44 7900782732,1953-08-09,BRONZE,Y,2026-09-01 14:49:33,2026-09-01 14:49:33
SRC_CUSTOMER_B002_000000507,C0050107,Stuart,Lewis,stuart.lewis.50107@retailverse.example,+44 7467466000,2002-08-13,NONE,N,2026-09-02 04:17:49,2026-09-02 04:17:49
SRC_CUSTOMER_B002_000000508,C0050108,Michelle,Hussain,michelle.hussain.50108@retailverse.example,+44 7562622728,2001-02-04,SILVER,N,2026-09-01 02:10:52,2026-09-01 02:10:52
SRC_CUSTOMER_B002_000000509,C0050109,Stacey,Hart,stacey.hart.50109@retailverse.example,+44 7415616624,1968-06-06,BRONZE,Y,2026-09-02 05:56:08,2026-09-02 05:56:08
SRC_CUSTOMER_B002_000000510,C0050110,Gary,Mistry,gary.mistry.50110@retailverse.example,+44 7375746054,1968-12-06,BRONZE,Y,2026-09-02 08:30:53,2026-09-02 08:30:53
SRC_CUSTOMER_B002_000000511,C0050111,Malcolm,Bird,malcolm.bird.50111@retailverse.example,+44 7868509880,1984-03-17,BRONZE,Y,2026-09-01 10:13:52,2026-09-01 10:13:52
SRC_CUSTOMER_B002_000000512,C0050112,Bernard,Parker,bernard.parker.50112@retailverse.example,+44 7449805613,2006-02-14,BRONZE,N,2026-09-02 13:15:48,2026-09-02 13:15:48
SRC_CUSTOMER_B002_000000513,C0050113,Clifford,Dobson,clifford.dobson.50113@retailverse.example,+44 7879041380,1989-05-21,NONE,Y,2026-09-03 01:20:20,2026-09-03 01:20:20
SRC_CUSTOMER_B002_000000514,C0050114,Gordon,Jackson,gordon.jackson.50114@retailverse.example,+44 7700827365,1945-01-21,BRONZE,N,2026-09-03 05:47:12,2026-09-03 05:47:12
SRC_CUSTOMER_B002_000000515,C0050115,Deborah,Hammond,deborah.hammond.50115@retailverse.example,+44 7980483485,1984-10-29,SILVER,Y,2026-09-03 08:33:21,2026-09-03 08:33:21
SRC_CUSTOMER_B002_000000516,C0050116,Kim,Jones,kim.jones.50116@retailverse.example,+44 7916541460,1961-05-14,NONE,Y,2026-09-03 10:08:35,2026-09-03 10:08:35
SRC_CUSTOMER_B002_000000517,C0050117,Stephanie,Davies,stephanie.davies.50117@retailverse.example,+44 7215039471,1988-09-15,NONE,Y,2026-09-01 03:08:43,2026-09-01 03:08:43
SRC_CUSTOMER_B002_000000518,C0050118,Elaine,Roberts,elaine.roberts.50118@retailverse.example,+44 7760039161,1947-05-25,NONE,Y,2026-09-02 16:50:02,2026-09-02 16:50:02
SRC_CUSTOMER_B002_000000519,C0050119,Rebecca,Burns,rebecca.burns.50119@retailverse.example,+44 7271732710,2000-04-17,BRONZE,Y,2026-09-02 23:35:28,2026-09-02 23:35:28
SRC_CUSTOMER_B002_000000520,C0050120,Julian,Robinson,julian.robinson.50120@retailverse.example,+44 7277729962,1985-07-07,GOLD,Y,2026-09-02 23:44:29,2026-09-02 23:44:29
SRC_CUSTOMER_B002_000000521,C0050121,Geoffrey,Brooks,geoffrey.brooks.50121@retailverse.example,+44 7487092986,1949-07-26,GOLD,Y,2026-09-02 07:24:29,2026-09-02 07:24:29
SRC_CUSTOMER_B002_000000522,C0050122,Duncan,Patterson,duncan.patterson.50122@retailverse.example,+44 7076554126,2006-06-08,NONE,Y,2026-09-02 10:20:22,2026-09-02 10:20:22
SRC_CUSTOMER_B002_000000523,C0050123,Russell,Bailey,russell.bailey.50123@retailverse.example,+44 7256131670,1979-10-02,SILVER,Y,2026-09-01 12:30:13,2026-09-01 12:30:13
SRC_CUSTOMER_B002_000000524,C0050124,Mohammed,Jackson,mohammed.jackson.50124@retailverse.example,+44 7375296252,1945-03-03,BRONZE,Y,2026-09-02 12:36:29,2026-09-02 12:36:29
SRC_CUSTOMER_B002_000000525,C0050125,Sheila,Johnson,sheila.johnson.50125@retailverse.example,+44 7979526429,1953-04-19,NONE,N,2026-09-01 17:43:03,2026-09-01 17:43:03
SRC_CUSTOMER_B002_000000526,C0050126,Andrew,Mitchell,andrew.mitchell.50126@retailverse.example,+44 7172230587,1947-03-09,BRONZE,Y,2026-09-01 01:12:11,2026-09-01 01:12:11
SRC_CUSTOMER_B002_000000527,C0050127,Rachel,Davis,rachel.davis.50127@retailverse.example,+44 7024177175,2004-01-12,BRONZE,N,2026-09-03 19:37:55,2026-09-03 19:37:55
SRC_CUSTOMER_B002_000000528,C0050128,Callum,Taylor,callum.taylor.50128@retailverse.example,+44 7430059124,1951-10-09,NONE,N,2026-09-02 00:14:20,2026-09-02 00:14:20
SRC_CUSTOMER_B002_000000529,C0050129,Mark,Law,mark.law.50129@retailverse.example,+44 7369386964,1969-06-02,SILVER,N,2026-09-03 17:52:44,2026-09-03 17:52:44
SRC_CUSTOMER_B002_000000530,C0050130,Rebecca,Freeman,rebecca.freeman.50130@retailverse.example,+44 7999087538,1952-02-28,BRONZE,Y,2026-09-03 16:30:06,2026-09-03 16:30:06
SRC_CUSTOMER_B002_000000531,C0050131,Frances,Wilson,frances.wilson.50131@retailverse.example,+44 7429875220,1999-01-24,SILVER,Y,2026-09-01 11:04:30,2026-09-01 11:04:30
SRC_CUSTOMER_B002_000000532,C0050132,Sarah,Woodward,sarah.woodward.50132@retailverse.example,+44 7227450535,1951-04-04,SILVER,Y,2026-09-03 14:51:46,2026-09-03 14:51:46
SRC_CUSTOMER_B002_000000533,C0050133,Phillip,Russell,phillip.russell.50133@retailverse.example,+44 7673234995,1984-07-12,NONE,N,2026-09-03 12:30:51,2026-09-03 12:30:51
SRC_CUSTOMER_B002_000000534,C0050134,Jill,Austin,jill.austin.50134@retailverse.example,+44 7331437790,1967-10-19,NONE,N,2026-09-02 10:42:42,2026-09-02 10:42:42
SRC_CUSTOMER_B002_000000535,C0050135,Alex,Gallagher,alex.gallagher.50135@retailverse.example,+44 7509154938,1972-02-16,BRONZE,Y,2026-09-01 14:53:18,2026-09-01 14:53:18
SRC_CUSTOMER_B002_000000536,C0050136,Clifford,Hopkins,clifford.hopkins.50136@retailverse.example,+44 7546083445,1969-07-12,SILVER,N,2026-09-01 14:12:59,2026-09-01 14:12:59
SRC_CUSTOMER_B002_000000537,C0050137,Natasha,Gough,natasha.gough.50137@retailverse.example,+44 7296376468,1983-12-26,BRONZE,N,2026-09-03 16:27:18,2026-09-03 16:27:18
SRC_CUSTOMER_B002_000000538,C0050138,Anne,Parsons,anne.parsons.50138@retailverse.example,+44 7267120247,1973-05-06,NONE,Y,2026-09-03 12:13:20,2026-09-03 12:13:20
SRC_CUSTOMER_B002_000000539,C0050139,Maureen,Barton,maureen.barton.50139@retailverse.example,+44 7379620167,1968-09-18,NONE,Y,2026-09-02 09:27:59,2026-09-02 09:27:59
SRC_CUSTOMER_B002_000000540,C0050140,Sheila,Riley,sheila.riley.50140@retailverse.example,+44 7865482119,1986-03-29,GOLD,N,2026-09-03 13:58:08,2026-09-03 13:58:08
SRC_CUSTOMER_B002_000000541,C0050141,Gillian,Thompson,gillian.thompson.50141@retailverse.example,+44 7358928899,1989-12-09,BRONZE,Y,2026-09-02 10:51:53,2026-09-02 10:51:53
SRC_CUSTOMER_B002_000000542,C0050142,Tina,Jones,tina.jones.50142@retailverse.example,+44 7476111957,1946-07-22,BRONZE,Y,2026-09-02 06:29:57,2026-09-02 06:29:57
SRC_CUSTOMER_B002_000000543,C0050143,Amber,Lowe,amber.lowe.50143@retailverse.example,+44 7211845385,2001-03-12,SILVER,Y,2026-09-02 23:08:52,2026-09-02 23:08:52
SRC_CUSTOMER_B002_000000544,C0050144,Julia,Green,julia.green.50144@retailverse.example,+44 7735189579,1974-02-06,NONE,Y,2026-09-01 03:54:50,2026-09-01 03:54:50
SRC_CUSTOMER_B002_000000545,C0050145,Jamie,Harris,jamie.harris.50145@retailverse.example,+44 7730377106,1978-07-04,BRONZE,Y,2026-09-02 13:09:16,2026-09-02 13:09:16
SRC_CUSTOMER_B002_000000546,C0050146,Danny,Marsh,danny.marsh.50146@retailverse.example,+44 7431905298,1947-07-29,SILVER,Y,2026-09-03 20:48:13,2026-09-03 20:48:13
SRC_CUSTOMER_B002_000000547,C0050147,Lesley,Wright,lesley.wright.50147@retailverse.example,+44 7952280110,1973-03-04,NONE,N,2026-09-02 03:20:58,2026-09-02 03:20:58
SRC_CUSTOMER_B002_000000548,C0050148,Joanna,Clarke,joanna.clarke.50148@retailverse.example,+44 7249495117,2002-02-05,NONE,Y,2026-09-01 23:25:57,2026-09-01 23:25:57
SRC_CUSTOMER_B002_000000549,C0050149,Luke,Parry,luke.parry.50149@retailverse.example,+44 7340844882,2006-08-27,GOLD,Y,2026-09-03 12:08:48,2026-09-03 12:08:48
SRC_CUSTOMER_B002_000000550,C0050150,Chloe,Ahmed,chloe.ahmed.50150@retailverse.example,+44 7064348578,1964-04-13,BRONZE,Y,2026-09-02 03:59:23,2026-09-02 03:59:23
SRC_CUSTOMER_B002_000000551,C0050151,Tina,Holmes,tina.holmes.50151@retailverse.example,+44 7869914377,1991-03-16,NONE,Y,2026-09-02 01:18:55,2026-09-02 01:18:55
SRC_CUSTOMER_B002_000000552,C0050152,Yvonne,Bibi,yvonne.bibi.50152@retailverse.example,+44 7461737113,2005-07-21,SILVER,Y,2026-09-01 11:14:36,2026-09-01 11:14:36
SRC_CUSTOMER_B002_000000553,C0050153,June,Shaw,june.shaw.50153@retailverse.example,+44 7029007318,1955-05-31,SILVER,N,2026-09-02 17:49:00,2026-09-02 17:49:00
SRC_CUSTOMER_B002_000000554,C0050154,Julie,Thompson,julie.thompson.50154@retailverse.example,+44 7903196978,2002-12-22,SILVER,Y,2026-09-03 04:30:19,2026-09-03 04:30:19
SRC_CUSTOMER_B002_000000555,C0050155,Joanna,Parkes,joanna.parkes.50155@retailverse.example,+44 7902259798,1989-05-14,NONE,N,2026-09-03 05:14:09,2026-09-03 05:14:09
SRC_CUSTOMER_B002_000000556,C0050156,Kirsty,Hall,kirsty.hall.50156@retailverse.example,+44 7813158561,1983-06-01,SILVER,Y,2026-09-03 09:54:08,2026-09-03 09:54:08
SRC_CUSTOMER_B002_000000557,C0050157,Annette,Ashton,annette.ashton.50157@retailverse.example,+44 7025052389,1953-05-19,NONE,N,2026-09-02 18:23:43,2026-09-02 18:23:43
SRC_CUSTOMER_B002_000000558,C0050158,Paul,Moss,paul.moss.50158@retailverse.example,+44 7481013664,1987-11-09,BRONZE,Y,2026-09-03 04:11:04,2026-09-03 04:11:04
SRC_CUSTOMER_B002_000000559,C0050159,James,Doyle,james.doyle.50159@retailverse.example,+44 7206130588,1949-06-14,BRONZE,Y,2026-09-02 13:46:12,2026-09-02 13:46:12
SRC_CUSTOMER_B002_000000560,C0050160,Shannon,Gough,shannon.gough.50160@retailverse.example,+44 7721015261,1997-06-05,BRONZE,Y,2026-09-03 05:50:52,2026-09-03 05:50:52
SRC_CUSTOMER_B002_000000561,C0050161,Oliver,Davies,oliver.davies.50161@retailverse.example,+44 7313018406,2005-03-14,BRONZE,N,2026-09-01 06:30:02,2026-09-01 06:30:02
SRC_CUSTOMER_B002_000000562,C0050162,Joel,Robinson,joel.robinson.50162@retailverse.example,+44 7198272992,1972-12-08,NONE,Y,2026-09-03 23:59:51,2026-09-03 23:59:51
SRC_CUSTOMER_B002_000000563,C0050163,Bruce,Fisher,bruce.fisher.50163@retailverse.example,+44 7209994196,1999-11-30,BRONZE,N,2026-09-01 05:37:26,2026-09-01 05:37:26
SRC_CUSTOMER_B002_000000564,C0050164,Jennifer,Gardner,jennifer.gardner.50164@retailverse.example,+44 7930128410,2006-09-16,SILVER,Y,2026-09-03 08:21:31,2026-09-03 08:21:31
SRC_CUSTOMER_B002_000000565,C0050165,Sylvia,Flynn,sylvia.flynn.50165@retailverse.example,+44 7630654964,1981-11-10,NONE,Y,2026-09-02 16:17:14,2026-09-02 16:17:14
SRC_CUSTOMER_B002_000000566,C0050166,Marie,Murray,marie.murray.50166@retailverse.example,+44 7495164577,1948-07-31,NONE,N,2026-09-03 23:10:36,2026-09-03 23:10:36
SRC_CUSTOMER_B002_000000567,C0050167,Kyle,Nicholson,kyle.nicholson.50167@retailverse.example,+44 7683225255,1972-01-08,NONE,Y,2026-09-01 12:35:01,2026-09-01 12:35:01
SRC_CUSTOMER_B002_000000568,C0050168,Charlene,Wall,charlene.wall.50168@retailverse.example,+44 7172000692,2000-11-25,BRONZE,Y,2026-09-02 08:01:51,2026-09-02 08:01:51
SRC_CUSTOMER_B002_000000569,C0050169,Barbara,Butler,barbara.butler.50169@retailverse.example,+44 7735594937,1951-04-15,SILVER,Y,2026-09-01 06:12:51,2026-09-01 06:12:51
SRC_CUSTOMER_B002_000000570,C0050170,Carly,Thompson,carly.thompson.50170@retailverse.example,+44 7835466184,1990-03-04,SILVER,N,2026-09-03 00:25:06,2026-09-03 00:25:06
SRC_CUSTOMER_B002_000000571,C0050171,Jeffrey,Lambert,jeffrey.lambert.50171@retailverse.example,+44 7556968209,1959-07-02,BRONZE,N,2026-09-03 13:12:37,2026-09-03 13:12:37
SRC_CUSTOMER_B002_000000572,C0050172,Josh,Williams,josh.williams.50172@retailverse.example,+44 7151364059,1948-07-27,SILVER,Y,2026-09-01 10:42:17,2026-09-01 10:42:17
SRC_CUSTOMER_B002_000000573,C0050173,Kelly,Campbell,kelly.campbell.50173@retailverse.example,+44 7138265967,1992-07-25,NONE,Y,2026-09-03 04:38:51,2026-09-03 04:38:51
SRC_CUSTOMER_B002_000000574,C0050174,Clare,Peacock,clare.peacock.50174@retailverse.example,+44 7915768343,1971-09-16,BRONZE,Y,2026-09-03 11:58:15,2026-09-03 11:58:15
SRC_CUSTOMER_B002_000000575,C0050175,Pamela,Cunningham,pamela.cunningham.50175@retailverse.example,+44 7697596298,1965-11-22,SILVER,Y,2026-09-03 08:24:31,2026-09-03 08:24:31
SRC_CUSTOMER_B002_000000576,C0050176,Francis,Brooks,francis.brooks.50176@retailverse.example,+44 7004994170,1947-03-25,NONE,Y,2026-09-03 11:43:57,2026-09-03 11:43:57
SRC_CUSTOMER_B002_000000577,C0050177,Olivia,Stewart,olivia.stewart.50177@retailverse.example,+44 7889878847,1978-07-02,NONE,N,2026-09-03 01:58:53,2026-09-03 01:58:53
SRC_CUSTOMER_B002_000000578,C0050178,Jemma,Jones,jemma.jones.50178@retailverse.example,+44 7794683865,1991-06-03,SILVER,N,2026-09-02 21:14:05,2026-09-02 21:14:05
SRC_CUSTOMER_B002_000000579,C0050179,David,Howard,david.howard.50179@retailverse.example,+44 7810771188,1969-12-17,BRONZE,N,2026-09-02 07:54:53,2026-09-02 07:54:53
SRC_CUSTOMER_B002_000000580,C0050180,Sara,Banks,sara.banks.50180@retailverse.example,+44 7818413189,1989-12-02,BRONZE,Y,2026-09-03 06:58:38,2026-09-03 06:58:38
SRC_CUSTOMER_B002_000000581,C0050181,Eric,Bennett,eric.bennett.50181@retailverse.example,+44 7070046533,2004-10-20,NONE,Y,2026-09-03 00:04:35,2026-09-03 00:04:35
SRC_CUSTOMER_B002_000000582,C0050182,Gordon,Ahmed,gordon.ahmed.50182@retailverse.example,+44 7273912030,1958-02-15,BRONZE,Y,2026-09-03 09:01:33,2026-09-03 09:01:33
SRC_CUSTOMER_B002_000000583,C0050183,Josephine,Cooke,josephine.cooke.50183@retailverse.example,+44 7713019284,1955-04-19,NONE,N,2026-09-02 00:38:47,2026-09-02 00:38:47
SRC_CUSTOMER_B002_000000584,C0050184,Bernard,Smith,bernard.smith.50184@retailverse.example,+44 7996187745,1968-01-15,NONE,Y,2026-09-03 00:59:58,2026-09-03 00:59:58
SRC_CUSTOMER_B002_000000585,C0050185,Marian,Burrows,marian.burrows.50185@retailverse.example,+44 7264127360,1984-10-15,NONE,Y,2026-09-02 18:27:41,2026-09-02 18:27:41
SRC_CUSTOMER_B002_000000586,C0050186,Dorothy,Taylor,dorothy.taylor.50186@retailverse.example,+44 7675439296,1995-02-14,BRONZE,Y,2026-09-01 06:36:04,2026-09-01 06:36:04
SRC_CUSTOMER_B002_000000587,C0050187,Amelia,Vaughan,amelia.vaughan.50187@retailverse.example,+44 7351028163,1970-07-03,SILVER,Y,2026-09-01 16:16:30,2026-09-01 16:16:30
SRC_CUSTOMER_B002_000000588,C0050188,Ian,Watts,ian.watts.50188@retailverse.example,+44 7146515531,1947-02-02,BRONZE,N,2026-09-03 13:27:24,2026-09-03 13:27:24
SRC_CUSTOMER_B002_000000589,C0050189,Bradley,Khan,bradley.khan.50189@retailverse.example,+44 7399571675,1963-07-28,NONE,Y,2026-09-01 19:49:05,2026-09-01 19:49:05
SRC_CUSTOMER_B002_000000590,C0050190,Judith,Harrison,judith.harrison.50190@retailverse.example,+44 7962410695,1969-09-21,SILVER,Y,2026-09-03 06:24:02,2026-09-03 06:24:02
SRC_CUSTOMER_B002_000000591,C0050191,Tony,Thompson,tony.thompson.50191@retailverse.example,+44 7040902606,1986-02-28,NONE,Y,2026-09-01 01:59:01,2026-09-01 01:59:01
SRC_CUSTOMER_B002_000000592,C0050192,Danny,Noble,danny.noble.50192@retailverse.example,+44 7459732962,1998-04-04,NONE,Y,2026-09-01 23:16:29,2026-09-01 23:16:29
SRC_CUSTOMER_B002_000000593,C0050193,Frederick,Bell,frederick.bell.50193@retailverse.example,+44 7269751076,1969-08-06,NONE,Y,2026-09-02 22:48:00,2026-09-02 22:48:00
SRC_CUSTOMER_B002_000000594,C0050194,Adam,Williams,adam.williams.50194@retailverse.example,+44 7759651804,1990-12-23,GOLD,N,2026-09-03 20:25:03,2026-09-03 20:25:03
SRC_CUSTOMER_B002_000000595,C0050195,Dawn,Owen,dawn.owen.50195@retailverse.example,+44 7716864339,1961-10-03,NONE,Y,2026-09-03 21:41:27,2026-09-03 21:41:27
SRC_CUSTOMER_B002_000000596,C0050196,Gerald,Freeman,gerald.freeman.50196@retailverse.example,+44 7758840092,1971-04-26,BRONZE,Y,2026-09-02 13:25:29,2026-09-02 13:25:29
SRC_CUSTOMER_B002_000000597,C0050197,Hayley,Pugh,hayley.pugh.50197@retailverse.example,+44 7750153878,1966-06-02,BRONZE,Y,2026-09-03 00:09:52,2026-09-03 00:09:52
SRC_CUSTOMER_B002_000000598,C0050198,Trevor,Hope,trevor.hope.50198@retailverse.example,+44 7679811799,1992-01-12,SILVER,N,2026-09-01 05:40:09,2026-09-01 05:40:09
SRC_CUSTOMER_B002_000000599,C0050199,Hollie,Gardiner,hollie.gardiner.50199@retailverse.example,+44 7999385378,1985-09-02,SILVER,Y,2026-09-02 17:08:42,2026-09-02 17:08:42
SRC_CUSTOMER_B002_000000600,C0050200,Sam,Spencer,sam.spencer.50200@retailverse.example,+44 7775706813,1945-10-01,NONE,N,2026-09-01 00:50:45,2026-09-01 00:50:45
SRC_CUSTOMER_B002_000000601,C0050201,Rachael,Hill,rachael.hill.50201@retailverse.example,+44 7559799938,1995-01-10,SILVER,N,2026-09-03 14:35:36,2026-09-03 14:35:36
SRC_CUSTOMER_B002_000000602,C0050202,Geoffrey,Hunt,geoffrey.hunt.50202@retailverse.example,+44 7177692768,1957-01-19,GOLD,Y,2026-09-03 17:48:29,2026-09-03 17:48:29
SRC_CUSTOMER_B002_000000603,C0050203,Teresa,Patel,teresa.patel.50203@retailverse.example,+44 7806226684,1987-02-20,SILVER,Y,2026-09-01 14:47:53,2026-09-01 14:47:53
SRC_CUSTOMER_B002_000000604,C0050204,Anna,Osborne,anna.osborne.50204@retailverse.example,+44 7360104346,1988-04-21,NONE,Y,2026-09-03 11:04:19,2026-09-03 11:04:19
SRC_CUSTOMER_B002_000000605,C0050205,Brett,Moore,brett.moore.50205@retailverse.example,+44 7216160345,1950-09-09,GOLD,Y,2026-09-01 02:18:24,2026-09-01 02:18:24
SRC_CUSTOMER_B002_000000606,C0050206,Dean,Barnett,dean.barnett.50206@retailverse.example,+44 7802677623,1951-07-17,BRONZE,Y,2026-09-01 10:39:53,2026-09-01 10:39:53
SRC_CUSTOMER_B002_000000607,C0050207,Adrian,Richards,adrian.richards.50207@retailverse.example,+44 7420075018,2003-09-09,NONE,Y,2026-09-02 21:44:08,2026-09-02 21:44:08
