customer_id,first_name,last_name,email,phone,city,postcode,signup_date,source_system,loyalty_member,loyalty_id,loyalty_join_date,behaviour_segment
C0009916,Conor,White,bethan65@example.com,01614960605,East Peterborough,L5 4SU,2024-03-17,MOBILE_APP,False,,,one_time
C0009917,Stuart,Allen,jonesdiana@example.net,(0306) 9990557,Hazelton,L2J 1XU,2024-01-29,LOYALTY_CRM,False,,,one_time
C0009918,Hayley,Brown,joseph83@example.com,(0306) 999 0232,Vanessamouth,B5 1JT,2024-11-18,LOYALTY_CRM,False,,,returning
C0009919,Amelia,North,keithroberts@example.com,(01632)960363,Lanemouth,SE3A 3HH,2025-07-02,ECOM_V1,True,L0009919,2025-10-11,high_value
C0009920,Hayley,Forster,janiceelliott@example.net,+44131 496 0227,Thomasberg,NG9P 1ED,2025-11-10,ECOM_V2,False,,,one_time
C0009921,Julian,Nicholson,hussainnigel@example.org,0131 4960837,Port Connorburgh,PR76 4NS,2024-05-03,ECOM_V1,True,L0009921,2024-09-02,returning
C0009922,Bernard,Lawrence,martyn32@example.com,020 7946 0123,East Joanna,OL9 7ED,2025-02-08,ECOM_V1,False,,,returning
C0009923,Janet,Wells,matthew24@example.org,(0131) 496 0759,North Clare,G9S 6UG,2025-01-08,MOBILE_APP,False,,,inactive
C0009924,Danielle,Griffiths,yshepherd@example.com,+44113 4960077,Port Terry,E7W 9PR,2024-01-09,ECOM_V2,False,,,one_time
C0009925,Amanda,Bennett,tmatthews@example.org,+44(0)115 496 0898,Taylorport,S1D 6SP,2024-08-08,ECOM_V2,False,,,returning
C0009926,Terry,Graham,joebishop@example.net,+4428 9018 0339,Junefort,BH7 1LG,2024-04-19,ECOM_V2,False,,,one_time
C0009927,Connor,Harris,cbutler@example.com,(01632)960904,South Lorraine,E6 3AY,2025-11-14,ECOM_V2,False,,,returning
C0009928,Leonard,Williams,andreasmith@example.net,01154960956,West Wendy,M79 0GL,2024-11-29,LOYALTY_CRM,False,,,returning
C0009929,Eric,Fowler,darmstrong@example.org,0117 496 0465,Lake Glennfurt,L61 9ZU,2024-03-22,POS_LEGACY,False,,,high_value
C0009930,Josephine,Little,obrooks@example.net,+44(0)116 4960036,Port Maryburgh,LA2 6RQ,2025-10-24,MOBILE_APP,True,L0009930,2025-10-24,returning
C0009931,Kenneth,Edwards,jane93@example.org,(0191) 4960501,Georgeview,N5A 3LF,2025-06-19,POS_LEGACY,True,L0009931,2025-09-29,inactive
C0009932,Phillip,Baker,alexander54@example.org,01914960279,North Phillipton,ST8 5NH,2024-02-23,ECOM_V2,False,,,inactive
C0009933,Jamie,Thornton,srichardson@example.org,+44(0)1164960643,West Natalie,CH7W 6FZ,2024-05-08,LOYALTY_CRM,False,,,one_time
C0009934,Julie,Taylor,diana68@example.net,+44(0)141 496 0978,Joanchester,EN97 3HY,2024-07-01,ECOM_V2,False,,,one_time
C0009935,Jake,Savage,elliott67@example.com,0151 4960951,West Julie,DG5V 3UZ,2024-02-03,POS_LEGACY,True,L0009935,2024-11-04,returning
C0009936,Keith,Sanderson,cbrown@example.org,+44114 4960534,West Robert,S72 1ZG,2024-08-21,ECOM_V1,True,L0009936,2025-01-29,returning
C0009937,Georgia,Bell,djames@example.net,(0306) 9990905,Bradleymouth,W89 2XL,2025-10-19,ECOM_V2,True,L0009937,2025-10-22,returning
C0009938,Ian,Bartlett,chelseaellis@example.net,01134960857,South Reecemouth,JE6 3YB,2024-03-23,MOBILE_APP,True,L0009938,2025-05-18,returning
C0009939,Simon,Sanderson,lewis37@example.org,+441632 960047,Sykesport,B8K 6EN,2024-11-01,ECOM_V2,False,,,returning
C0009940,Shaun,Mitchell,zcook@example.org,+44(0)292018683,Barrychester,NW9 2AP,2025-11-06,MOBILE_APP,False,,,returning
C0009941,Christine,Davies,rileyreece@example.com,(0909) 8790945,Port Jasmineburgh,B08 6FL,2024-08-02,ECOM_V2,False,,,one_time
C0009942,Martyn,Jordan,aedwards@example.org,+441184960442,North Christopher,DD57 0GH,2025-06-08,ECOM_V1,False,,,one_time
C0009943,Simon,Foster,qevans@example.net,0808 157 0436,Andrewland,M2C 0YL,2025-02-11,ECOM_V2,False,,,reactivated
C0009944,Lee,Wyatt,barry31@example.net,+44116 496 0988,Anthonymouth,N5 3NX,2024-05-26,MOBILE_APP,False,,,returning
C0009945,Thomas,O'Neill,hrose@example.org,0115 496 0530,Sarahhaven,S5J 5AA,2024-11-05,LOYALTY_CRM,True,L0009945,2025-07-18,returning
C0009946,Raymond,Nicholls,derekherbert@example.com,01514960221,West Henryland,B8J 9RT,2025-03-22,MOBILE_APP,False,,,one_time
C0009947,Graham,Norris,joyce21@example.net,+44117 496 0392,East Liamchester,S76 2EH,2025-07-31,POS_LEGACY,True,L0009947,2025-09-23,returning
C0009948,Alexandra,Simmons,swebb@example.org,(028)9018219,Port Lorraine,NG2 8LG,2025-04-02,ECOM_V2,True,L0009948,2025-04-26,inactive
C0009949,Judith,Williams,alison28@example.com,(0121) 4960000,Cookeview,GU42 2BX,2025-12-28,ECOM_V2,False,,,returning
C0009950,Keith,Hunt,lyndapreston@example.net,(0909) 879 0635,Jonesmouth,JE7 6EL,2024-07-07,ECOM_V1,True,L0009950,2025-10-25,one_time
C0009951,Conor,Roberts,efox@example.net,(029) 2018 0283,Marshallmouth,B1 6GJ,2024-03-18,POS_LEGACY,True,L0009951,2025-02-21,returning
C0009952,Georgina,Rees,douglashodgson@example.org,0909 8790777,Stephenstad,BB4 2DX,2025-05-08,ECOM_V1,False,,,one_time
C0009953,Leslie,Hartley,vrice@example.net,01174960852,Stevensonberg,TR1 2NB,2025-10-22,ECOM_V2,False,,,one_time
C0009954,Abdul,Long,lindseylane@example.com,+44117 4960316,Tobyshire,NW46 7AB,2024-01-24,POS_LEGACY,False,,,one_time
C0009955,Josephine,Smith,joneshugh@example.org,+44161 4960246,East Victormouth,SK30 3SG,2025-02-01,ECOM_V2,True,L0009955,2025-04-16,returning
C0009956,Lewis,Wilson,allan07@example.com,(028) 9018 0753,Coatesville,N80 1FQ,2025-07-29,LOYALTY_CRM,True,L0009956,2025-12-02,returning
C0009957,Kyle,Brown,rday@example.net,(0909) 8790209,South Carl,N3 8JA,2024-10-29,MOBILE_APP,False,,,one_time
C0009958,Christine,Burton,johnsonjake@example.net,029 2018 0483,East Claireburgh,N2C 8YE,2025-08-19,MOBILE_APP,True,L0009958,2025-12-02,one_time
C0009959,Francis,Cooke,ywilson@example.org,0161 4960608,South Diana,S08 4NR,2025-11-07,MOBILE_APP,True,L0009959,2025-12-06,one_time
C0009960,Francis,Robertson,kathryndavison@example.net,+441184960889,Grahamberg,N0S 6QH,2024-02-09,LOYALTY_CRM,False,,,one_time
C0009961,Ian,Skinner,joannaholt@example.org,0117 496 0965,Lake Joel,B1B 1AB,2025-01-05,POS_LEGACY,True,L0009961,2025-05-11,one_time
C0009962,Francis,Kelly,robertsongraeme@example.com,+441632960504,East Christianside,WD5 4HY,2024-07-10,MOBILE_APP,False,,,returning
C0009963,Linda,Roberts,clareporter@example.com,+44141 4960869,Julianhaven,M1 8DD,2024-10-12,POS_LEGACY,False,,,one_time
C0009964,Katy,Chambers,benelliott@example.com,+44(0)1514960456,Tinafurt,L7 1DB,2024-08-01,ECOM_V2,True,L0009964,2024-10-08,returning
C0009965,Leon,Nash,sylviabull@example.net,+44113 496 0703,Taylorfurt,G41 6TH,2024-10-29,ECOM_V2,False,,,high_value
C0009966,Marion,Kelly,efuller@example.net,+44(0)191 496 0914,Williamsport,OX8 1XD,2025-11-25,POS_LEGACY,False,,,returning
C0009967,Callum,Lawrence,yatesbeverley@example.com,(0117) 496 0702,West Abdul,N0C 2EL,2025-08-07,ECOM_V1,True,L0009967,2025-11-07,returning
C0009968,Melissa,Warren,cwright@example.com,+44(0)909 879 0587,West Sandrafort,SW46 2BD,2025-10-08,ECOM_V1,False,,,one_time
C0009969,Martyn,Stephenson,mandybibi@example.org,+44(0)1214960894,South Jadehaven,GL3 1PG,2025-09-15,LOYALTY_CRM,False,,,returning
C0009970,Ashleigh,Bell,mccarthyluke@example.net,(028) 9018 0989,Jemmatown,TA3 2JW,2025-09-11,ECOM_V1,False,,,one_time
C0009971,John,Hall,tbull@example.net,+44(0)292018296,Doyleville,FY3 9NF,2025-06-07,ECOM_V1,True,L0009971,2025-12-10,high_value
C0009972,Kevin,Welch,chelseabrady@example.net,08081570438,Sarahshire,M9 3YW,2025-01-31,ECOM_V2,False,,,one_time
C0009973,Conor,Smith,ashleigh48@example.net,+44(0)141 496 0612,New Damianview,W6B 1XS,2025-01-17,ECOM_V1,False,,,one_time
C0009974,Gary,Dennis,janetmartin@example.net,0161 496 0316,East Harriet,LD5E 0EP,2024-05-05,LOYALTY_CRM,False,,,returning
C0009975,Gareth,Shah,carolineryan@example.org,+44(0)1614960477,South Douglasport,LE0 0NX,2024-08-02,ECOM_V1,False,,,one_time
C0009976,Annette,Smith,colesjulie@example.com,(0115)4960445,Bruceville,S0 9FJ,2025-08-29,ECOM_V2,False,,,high_value
C0009977,Kimberley,Parsons,angelarussell@example.org,+44(0)306 9990462,Lake Mary,E4 1QJ,2025-03-26,ECOM_V2,False,,,one_time
C0009978,June,Hart,juliawhite@example.com,+441632 960 824,Lake Julia,G5D 6HD,2024-03-18,POS_LEGACY,False,,,one_time
C0009979,Maureen,Jones,boltongeraldine@example.com,+441314960999,East Bethany,G57 9JB,2025-07-16,ECOM_V1,True,L0009979,2025-12-19,one_time
C0009980,Hayley,Davison,julia45@example.com,+44114 496 0128,Joycemouth,TQ5 5JS,2025-10-30,ECOM_V2,False,,,returning
C0009981,Rebecca,Gill,pwhittaker@example.org,+44115 496 0645,West Ericberg,B5 9BG,2025-01-27,ECOM_V1,False,,,one_time
C0009982,Katy,Smith,gmclean@example.org,+44909 8790998,West Maurice,WR2 3ZT,2025-06-16,ECOM_V1,True,L0009982,2025-07-03,reactivated
C0009983,Stanley,Spencer,bernard90@example.com,01144960040,Leeburgh,E8 5HH,2024-10-14,ECOM_V1,True,L0009983,2024-12-27,reactivated
C0009984,John,James,rickyhowell@example.net,01632 960494,Cookechester,W9 6TU,2025-07-14,POS_LEGACY,False,,,inactive
C0009985,Roger,Jones,jay99@example.net,+44808 1570648,Bethborough,DG78 2AJ,2025-07-18,MOBILE_APP,False,,,returning
C0009986,Francesca,Brown,reece92@example.net,+441214960531,Begumville,SK7 9QJ,2024-11-07,LOYALTY_CRM,False,,,one_time
C0009987,Lesley,Reynolds,tshaw@example.org,(0121) 496 0517,Carrollland,DT2 9GA,2025-03-26,ECOM_V2,False,,,one_time
C0009988,Joanna,Burrows,martinbaker@example.org,(01632) 960676,Albertton,B71 6DQ,2025-08-15,LOYALTY_CRM,False,,,inactive
C0009989,Louise,Bird,rosiechapman@example.net,08081570074,Port Annaton,L5S 3LX,2025-08-24,LOYALTY_CRM,False,,,inactive
C0009990,Wendy,Ali,khanroy@example.com,0117 4960120,Port Denise,L8J 2BE,2025-05-21,MOBILE_APP,True,L0009990,2025-08-09,returning
C0009991,Allan,Watkins,thomasjason@example.org,+44808 1570012,South Gailshire,N7H 6HY,2024-08-24,ECOM_V2,False,,,one_time
C0009992,Shaun,Shah,gerard34@example.org,+44141 496 0968,New Mark,IM78 0RF,2024-08-29,POS_LEGACY,False,,,high_value
C0009993,Sean,Lawrence,davieskieran@example.com,+44(0)1614960200,Lake Sheilastad,CT29 9UD,2024-01-26,POS_LEGACY,False,,,returning
C0009994,Annette,Smith,whitefrancis@example.net,+44117 496 0777,Reynoldsstad,WR60 8TS,2024-10-18,MOBILE_APP,False,,,inactive
C0009995,Garry,Wilson,zsheppard@example.com,020 7946 0091,Amandaton,B6G 8GZ,2024-10-18,POS_LEGACY,True,L0009995,2025-09-04,reactivated
C0009996,Debra,Wheeler,june76@example.org,+44(0)292018692,Abbieshire,L9 3LP,2025-07-02,ECOM_V2,False,,,high_value
C0009997,Fiona,Pearce,jay37@example.net,028 9018136,North Lorraine,TS63 5FF,2024-03-30,LOYALTY_CRM,False,,,one_time
C0009998,Carly,Rose,brownkate@example.com,+44(0)117 4960807,Allanland,WN52 5UA,2024-06-07,POS_LEGACY,False,,,returning
C0009999,Nigel,Jones,mitchell74@example.com,+44(0)1914960591,Port Louisehaven,WR7 4QH,2024-03-30,POS_LEGACY,False,,,one_time
C0010000,Jill,Wood,andrewscraig@example.org,+44(0)121 4960648,Pughmouth,W9T 5XP,2024-08-14,ECOM_V1,False,,,one_time
C0010001,Clive,Collins,janetalexander@example.net,+4428 9018969,Port Jodie,GY7 0UU,2024-01-05,ECOM_V2,True,L0010001,2024-06-18,one_time
C0010002,Sarah,Johnston,echarlton@example.net,08081570218,North Jeremymouth,CV1 7EQ,2025-06-28,ECOM_V1,False,,,one_time
C0010003,Neil,Short,wscott@example.org,(0909) 8790940,East Carlyfurt,S7J 0SN,2025-04-14,ECOM_V2,False,,,returning
C0010004,Michelle,Morgan,joseph72@example.net,(0151) 4960885,Carterside,N15 5XZ,2024-09-12,LOYALTY_CRM,False,,,returning
C0010005,Charlotte,Cooke,christian48@example.net,+449098790013,South Robin,B34 5HS,2024-05-05,ECOM_V2,False,,,one_time
C0010006,Lynne,Ellis,antony26@example.org,+44808 157 0114,Andersonton,W1A 2BW,2024-11-30,POS_LEGACY,False,,,returning
C0010007,Bradley,Bradshaw,gillian02@example.com,+44306 999 0778,New Adrian,G36 3GZ,2025-03-17,ECOM_V2,False,,,inactive
C0010008,Allan,Shah,charlotte31@example.com,+44(0)1514960660,Billyville,SE26 6YW,2025-09-22,LOYALTY_CRM,False,,,one_time
C0010009,Sam,Davis,bryanmcdonald@example.com,(0131) 4960394,New Frances,IP56 0LB,2025-08-24,LOYALTY_CRM,False,,,returning
C0010010,Gareth,Robinson,emilydavies@example.org,(0141) 496 0494,Jonesland,W41 6UY,2024-04-12,MOBILE_APP,False,,,reactivated
C0010011,Diana,Lloyd,simonbooth@example.org,+44(0)28 9018 0270,Douglaston,BH0 0TQ,2024-11-13,ECOM_V1,False,,,one_time
C0010012,Pamela,Knowles,louisdoherty@example.org,+44808 1570239,Joannaborough,N5 4LY,2025-09-29,LOYALTY_CRM,False,,,one_time
C0010013,Joel,Hope,hollyhorton@example.com,+44121 4960266,Herbertmouth,HU4 8YA,2025-07-26,LOYALTY_CRM,False,,,returning
C0010014,Bethany,Baldwin,zoerobinson@example.org,+44(0)1154960939,Hughesbury,N6S 5DA,2024-01-20,LOYALTY_CRM,False,,,one_time
C0010015,Sam,Roberts,dorothylawrence@example.com,+44(0)2074960686,Connorhaven,LS93 0JD,2024-02-23,MOBILE_APP,False,,,one_time
C0010016,Josh,Murray,marcusarnold@example.org,+44116 496 0353,Craigport,B8D 3XJ,2025-11-15,ECOM_V2,False,,,returning
C0010017,Mohammed,Powell,vhayward@example.org,+44(0)113 4960610,New Sophieland,NW1E 8WF,2024-12-05,MOBILE_APP,False,,,returning
C0010018,Annette,Hill,leighhyde@example.net,(029)2018693,Barbarafort,EN83 4TF,2025-08-06,ECOM_V2,False,,,returning
C0010019,Hayley,Quinn,denis02@example.org,0191 4960738,South Denis,G33 1LN,2025-07-07,ECOM_V1,False,,,returning
C0010020,Marian,Gray,daniel19@example.org,+44(0)29 2018 0611,Lake Eric,M3G 7TW,2025-06-09,MOBILE_APP,False,,,returning
C0010021,Rosie,Wade,wahmed@example.com,+44118 4960104,Foxville,NE80 8DL,2025-05-22,MOBILE_APP,True,L0010021,2025-11-20,returning
C0010022,Albert,Reynolds,gemma77@example.com,(0116) 4960766,Suttonfurt,RM1 7NU,2025-02-20,ECOM_V1,False,,,returning
C0010023,Olivia,Smith,adrian65@example.org,(0117) 4960459,Brayburgh,TQ0 1US,2024-09-13,POS_LEGACY,True,L0010023,2025-02-07,one_time
C0010024,Sheila,Wood,leighhayes@example.net,(029) 2018541,Katieton,B44 6ST,2024-03-19,POS_LEGACY,False,,,one_time
C0010025,Ruth,Phillips,adrian75@example.org,+44(0)1144960110,Hiltonview,G9E 7ES,2025-01-03,ECOM_V2,False,,,returning
C0010026,Jane,Brooks,phillipdavison@example.net,+44(0)1314960658,Port Sylvia,G11 7SR,2025-07-16,LOYALTY_CRM,False,,,returning
C0010027,Scott,Barrett,julian57@example.com,0151 4960251,South Phillip,NR53 1DP,2024-04-25,ECOM_V1,False,,,one_time
C0010028,Christian,Griffin,melissa01@example.org,+44(0)1514960452,Jamesland,W62 0YF,2024-07-25,ECOM_V1,False,,,returning
C0010029,Josh,Gray,garry18@example.org,(01632) 960 204,Hughesville,CM0R 4SE,2025-09-26,POS_LEGACY,False,,,one_time
C0010030,Adam,Campbell,scottthomas@example.com,0141 496 0245,Lake Claire,G85 1HJ,2025-07-17,ECOM_V2,True,L0010030,2025-08-30,returning
C0010031,Duncan,Phillips,nbird@example.org,0117 4960863,Port Sallymouth,E1 2EX,2024-02-16,ECOM_V2,False,,,one_time
C0010032,Frank,Hawkins,birdsam@example.com,+44(0)1914960246,Singhport,PR9 5DJ,2024-03-23,LOYALTY_CRM,False,,,returning
C0010033,Leah,Atkinson,osullivansamuel@example.com,+4420 7496 0341,South Albert,OL8P 3NE,2025-10-13,ECOM_V1,True,L0010033,2025-12-24,returning
C0010034,Bruce,Singh,denisesmith@example.org,020 7946 0575,Port Joemouth,LS6 2NL,2025-03-11,MOBILE_APP,True,L0010034,2025-08-23,high_value
C0010035,Laura,Graham,finchstewart@example.com,0114 4960977,New Jemma,SE9 2ET,2025-07-07,ECOM_V2,False,,,one_time
C0010036,Joshua,Singh,amandaweston@example.org,(028) 9018 0576,Griffinchester,SP22 3PY,2025-06-02,ECOM_V2,True,L0010036,2025-07-04,high_value
C0010037,Christine,Doherty,russellmichelle@example.org,+44121 496 0459,East Tom,M7D 5LG,2024-11-30,MOBILE_APP,False,,,inactive
C0010038,Guy,Robinson,nelsonrebecca@example.com,028 9018223,Danielsfurt,TR3N 6LT,2025-04-05,ECOM_V1,False,,,returning
C0010039,Elaine,Dean,thomasadam@example.org,+44(0)28 9018326,Staceymouth,EX3P 4NQ,2024-12-29,ECOM_V1,False,,,one_time
C0010040,Nigel,Jones,abbiemason@example.com,(0115)4960083,Port Thomas,L9K 6EL,2024-09-02,ECOM_V2,True,L0010040,2025-03-01,one_time
C0010041,Ross,Evans,pwong@example.org,01414960261,South Jeremyhaven,N9 2AU,2024-03-23,MOBILE_APP,False,,,returning
C0010042,Jessica,Evans,wphillips@example.com,0114 4960233,New Jakeshire,BR8 0SD,2025-09-18,ECOM_V2,False,,,returning
C0010043,Peter,Thomson,leonwheeler@example.org,+4420 7496 0675,East Lesliemouth,LE9 5RJ,2025-11-30,POS_LEGACY,False,,,returning
C0010044,Frances,Webb,terence10@example.net,0808 1570616,East Brandon,M83 2QE,2024-04-29,POS_LEGACY,False,,,returning
C0010045,Marie,Miller,patelclaire@example.net,(0131) 496 0862,East Janemouth,WS85 3SQ,2024-02-15,LOYALTY_CRM,False,,,one_time
C0010046,Sara,Brown,mfrost@example.com,(0116) 496 0771,South Abbieside,W1 4LZ,2025-04-27,ECOM_V2,False,,,returning
C0010047,Katie,Hill,shahbrandon@example.net,+44161 4960908,North Paul,M0 3UD,2025-11-21,ECOM_V2,False,,,returning
C0010048,Pamela,Gibbons,lydialittle@example.net,+44(0)20 74960046,Deanland,EC7A 7LP,2024-08-21,ECOM_V1,True,L0010048,2025-07-18,returning
C0010049,Julie,Dennis,geraldjenkins@example.com,(0113) 496 0703,West Christianburgh,SP50 0FR,2025-08-10,POS_LEGACY,True,L0010049,2025-08-17,one_time
C0010050,Lesley,Jenkins,carol23@example.com,0909 879 0852,New Melissa,G5 0FX,2025-02-18,ECOM_V2,False,,,inactive
C0010051,Andrea,Roberts,udavis@example.org,+44(0)1414960700,South Kathryn,W8 8HF,2025-04-27,LOYALTY_CRM,False,,,inactive
C0010052,Jennifer,Savage,louisparker@example.org,+44(0)121 496 0980,Hunterberg,M7 3NT,2024-03-12,MOBILE_APP,True,L0010052,2025-02-16,one_time
C0010053,Denise,Whittaker,richardsonjeffrey@example.net,(0151) 4960103,West Julie,M3J 9AR,2025-03-23,LOYALTY_CRM,False,,,inactive
C0010054,Charles,Hammond,ben55@example.org,+44(0)2074960836,Colemanmouth,M38 5FE,2025-10-03,ECOM_V2,True,L0010054,2025-11-24,returning
C0010055,Colin,Day,hannahlane@example.net,0151 4960696,North Irenemouth,IG7 2GL,2024-06-26,POS_LEGACY,False,,,one_time
C0010056,Holly,Lee,kellyjean@example.com,0113 4960375,Port Dominicberg,DG0N 7HB,2025-03-05,LOYALTY_CRM,False,,,reactivated
C0010057,Edward,Hayes,turnbullemma@example.org,(0141) 496 0396,Francesport,B0W 2JL,2025-07-28,ECOM_V2,True,L0010057,2025-12-27,inactive
C0010058,Philip,Walker,leebell@example.com,+44161 496 0104,Port Ellieton,G43 6LY,2024-05-12,ECOM_V1,False,,,returning
C0010059,Ryan,Long,june89@example.com,+44(0)151 496 0813,New Charles,TQ4W 4BJ,2024-05-22,LOYALTY_CRM,False,,,one_time
C0010060,Bethan,Hall,colinedwards@example.org,01184960122,Swifttown,L0G 2TJ,2024-01-11,LOYALTY_CRM,False,,,inactive
C0010061,Hugh,Cartwright,karenlong@example.org,(0151) 4960854,Carterhaven,W0 5YR,2025-12-22,LOYALTY_CRM,True,L0010061,2025-12-27,returning
C0010062,Sian,Chapman,beth56@example.com,01214960411,Frenchshire,S4 7XJ,2024-07-22,MOBILE_APP,False,,,returning
C0010063,Benjamin,Edwards,whittakerrobert@example.com,01174960577,Lake Leonard,DE29 5NR,2024-09-28,LOYALTY_CRM,True,L0010063,2025-04-09,one_time
C0010064,Colin,Brown,butcherjayne@example.org,(0114) 4960333,South Ameliaside,RM3B 1NT,2025-03-01,ECOM_V2,False,,,returning
C0010065,Arthur,Brown,patricia45@example.org,(0116) 496 0708,Lewisberg,CV54 1XT,2024-03-26,LOYALTY_CRM,True,L0010065,2024-06-03,one_time
C0010066,Lesley,Thomas,patricia65@example.com,(0131) 4960195,West Michelle,CV3 1YF,2025-10-09,ECOM_V2,False,,,returning
C0010067,Susan,Wallace,ricky50@example.net,+44(0)117 4960660,Coxburgh,NP11 8LR,2025-02-27,ECOM_V2,False,,,inactive
C0010068,Duncan,Elliott,jeremy61@example.com,+44(0)121 496 0567,West Richardbury,PR3B 2WW,2025-11-16,ECOM_V2,False,,,returning
C0010069,Mitchell,Bailey,coxjoanne@example.com,01414960176,Robsontown,TR8R 4TT,2024-09-29,ECOM_V1,False,,,reactivated
C0010070,Christopher,Martin,richardsonbrian@example.com,+44(0)1214960443,South Helen,G71 1BH,2024-07-26,ECOM_V2,False,,,returning
C0010071,Ian,Marshall,vincent23@example.com,+44151 496 0253,O'Connormouth,L93 5AA,2024-12-19,ECOM_V2,True,L0010071,2025-01-07,returning
C0010072,Trevor,Carter,oliver95@example.net,029 2018 0959,Lyonsside,UB3W 3UU,2024-05-02,POS_LEGACY,False,,,reactivated
C0010073,Victoria,Bentley,kwright@example.com,(0141)4960325,South Yvonne,WS3B 7YB,2024-03-30,LOYALTY_CRM,False,,,returning
C0010074,Tina,Armstrong,craigali@example.com,+44121 4960619,Garyhaven,W1B 5HH,2025-06-07,ECOM_V2,False,,,returning
C0010075,Stuart,Morgan,jodiewhitehead@example.com,+44(0)1174960753,Farrellburgh,B36 3TY,2024-11-10,POS_LEGACY,True,L0010075,2025-11-11,returning
C0010076,Margaret,Kennedy,tina41@example.com,+44(0)131 496 0178,Moranburgh,B5 1TX,2024-11-18,ECOM_V2,False,,,one_time
C0010077,Carl,Thomas,oscott@example.org,0909 879 0311,East Damien,TS8 6NN,2025-01-31,LOYALTY_CRM,False,,,inactive
C0010078,Leslie,Nicholson,abigail10@example.com,(0909)8790773,Port Erictown,G3B 5XB,2025-07-12,POS_LEGACY,True,L0010078,2025-08-19,returning
C0010079,Steven,Oliver,fslater@example.org,(029) 2018006,North Ashleigh,SY35 6LN,2024-12-07,ECOM_V2,True,L0010079,2025-01-06,returning
C0010080,Geoffrey,Parker,samanthataylor@example.com,(0114) 496 0622,Malcolmfort,SW7 5JZ,2024-02-01,ECOM_V2,False,,,returning
C0010081,Lisa,Marsden,chanbarry@example.net,+44113 4960446,West Lesley,N7U 6JP,2025-06-21,ECOM_V1,True,L0010081,2025-10-06,returning
C0010082,Alice,Ford,brownepamela@example.com,01174960885,East Jeffreyville,SM6 6XU,2024-05-09,MOBILE_APP,False,,,one_time
C0010083,Reece,Henderson,francis38@example.org,+44(0)113 4960725,North Wayne,E71 1JW,2024-08-20,LOYALTY_CRM,True,L0010083,2025-02-18,returning
C0010084,Shirley,Metcalfe,joyce31@example.com,0113 496 0357,Carpenterbury,S0 8JS,2024-10-30,ECOM_V2,True,L0010084,2025-07-19,one_time
C0010085,Jayne,O'Sullivan,valerie96@example.org,+44116 496 0149,Shahhaven,E7B 7DT,2024-07-31,POS_LEGACY,True,L0010085,2025-01-18,one_time
C0010086,Jacqueline,Curtis,bellhelen@example.net,+443069990106,O'Neillhaven,RH48 8ST,2025-11-19,ECOM_V2,False,,,returning
C0010087,Linda,Harrison,juliawood@example.com,09098790434,Schofieldview,G3 4UR,2025-01-15,MOBILE_APP,True,L0010087,2025-02-13,inactive
C0010088,Sophie,Butler,scottcoates@example.org,+44(0)113 4960402,Robertstown,BR9H 1ZS,2025-07-10,ECOM_V1,False,,,returning
C0010089,Holly,Fisher,paula64@example.net,020 74960740,Port Shirley,SR3 3WW,2025-01-28,MOBILE_APP,False,,,returning
C0010090,Keith,Thompson,hutchinsonbradley@example.com,01914960843,South Sheilaview,M0 7TH,2025-10-30,MOBILE_APP,True,L0010090,2025-12-22,one_time
C0010091,Joanne,Clements,qmorgan@example.org,+44(0)1214960230,North Lorraineburgh,N6 5SY,2024-04-09,ECOM_V2,False,,,reactivated
C0010092,Kimberley,Lee,fhill@example.net,+44141 496 0975,Jacksonside,L5 8NB,2025-12-18,POS_LEGACY,True,L0010092,2025-12-21,returning
C0010093,Matthew,Watts,jordan69@example.net,+441164960348,Hannahhaven,TS1E 5PF,2025-12-06,ECOM_V1,True,L0010093,2025-12-25,one_time
C0010094,Iain,Lewis,sharon37@example.net,0116 4960805,Anthonyview,LD04 4FQ,2024-01-30,MOBILE_APP,False,,,returning
C0010095,Albert,Lee,trichardson@example.org,+44(0)113 496 0815,Valeriechester,FK8 7LN,2024-06-14,MOBILE_APP,True,L0010095,2024-12-20,returning
C0010096,Linda,Day,asmith@example.net,(0151)4960200,Rosieberg,L5 0TF,2024-07-24,MOBILE_APP,False,,,one_time
C0010097,Yvonne,Chambers,moranbarry@example.org,01914960674,North Gordonchester,N99 2JU,2025-07-09,ECOM_V1,True,L0010097,2025-07-30,returning
C0010098,Nicola,Thomas,craig21@example.com,(0131) 496 0915,Grahamfurt,N0D 2WF,2025-03-21,ECOM_V1,True,L0010098,2025-04-02,returning
C0010099,Amy,Jackson,lorrainethompson@example.com,0115 496 0204,Davisstad,N0G 2TG,2024-03-03,ECOM_V1,True,L0010099,2024-04-18,returning
C0010100,Valerie,Jones,aconnor@example.com,+441214960966,South Lynnborough,S58 9AP,2025-04-11,ECOM_V2,False,,,inactive
C0010101,Joe,Wilson,louise67@example.com,+44(0)114 4960167,Alexanderton,E7 1HY,2024-06-11,ECOM_V2,True,L0010101,2025-02-06,inactive
C0010102,Jane,Bennett,samstephens@example.com,+44(0)9098790032,East Normanfort,G6S 4WQ,2024-10-03,MOBILE_APP,True,L0010102,2025-11-22,inactive
C0010103,Alexander,Taylor,lorrainedavies@example.org,+44(0)141 4960408,Lake Sylvia,W7B 9RS,2024-09-14,POS_LEGACY,False,,,returning
C0010104,Alex,Wilson,baxterdean@example.org,01632960152,Wilsonport,SN1 2XZ,2025-10-10,MOBILE_APP,False,,,one_time
